n_trades,n_wins,n_losses,win_rate,avg_r,avg_win_r,avg_loss_r,profit_factor,max_drawdown_pct,max_drawdown_dollars,sharpe,calmar,total_return_pct,final_equity
23,17,6,0.7391304347826086,0.019079592497891335,0.1902967188014174,-0.4660355986954326,1.1569374487985873,-0.005819977193673031,-5850.762967241579,1.048937259231647,4.460599418233029,0.0028517620779273667,1002851.7620779275
