n_trades,n_wins,n_losses,win_rate,avg_r,avg_win_r,avg_loss_r,profit_factor,max_drawdown_pct,max_drawdown_dollars,sharpe,calmar,total_return_pct,final_equity
17,12,5,0.7058823529411765,0.01740168465979029,0.13368957026230907,-0.26168924078625483,1.2260915567851447,0.0,0.0,4.139783044349617,0.0,0.002136752136752129,1002136.7521367521
