ob_confirmed,n_trades,win_rate,avg_r,total_r,profit_factor
False,50,0.42,-0.07116963722949862,-3.5584818614749314,0.8347843920744428
True,306,0.5784313725490197,-0.062443398564875456,-19.10767996085189,0.7978437624179918
