stop_mode,n_trades,win_rate,avg_r,total_r,profit_factor
atr,178,0.4943820224719101,-0.1487234059708864,-26.47276626281778,0.7040890039806708
fixed,178,0.6179775280898876,0.02138541820500541,3.806604440490963,1.1431277089421434
