n_trades,n_wins,n_losses,win_rate,avg_r,avg_win_r,avg_loss_r,profit_factor,max_drawdown_pct,max_drawdown_dollars,sharpe,calmar,total_return_pct,final_equity
356,198,158,0.5561797752808989,-0.06366899388294049,0.47167484385316716,-0.7345429171218602,0.8046993347147419,-0.28024848626718996,-280248.48626718996,-0.49200176622881414,-0.254888563156682,-0.22666161822326836,773338.3817767317
