setup,n_trades,win_rate,avg_r,total_r,profit_factor
A1,352,0.5568181818181818,-0.08586354754912173,-30.22396873729085,0.7390842143529601
A2,4,0.5,1.8894517287410073,7.557806914964029,35.39148834699228
