n_trades,n_wins,n_losses,win_rate,avg_r,avg_win_r,avg_loss_r,profit_factor,max_drawdown_pct,max_drawdown_dollars,sharpe,calmar,total_return_pct,final_equity
297,177,120,0.5959595959595959,-0.02552308793636788,0.25092988907033337,-0.43329122902125217,0.8542097360585803,-0.06622605197056522,-66226.05197056523,-0.3513281585322114,-0.16728857014044834,-0.03790178558550639,962098.2144144936
