timestamp,bar_idx,symbol,setup_name,direction,score,risk_reward,entry,stop,target,outcome,bars_to_resolve
2026-04-18 08:30,379,BTC/USDT,OB Retest Continuation,long,8,10.888256403910688,75880.24,76041.86,77640.0,loss,31
2026-04-18 08:40,381,BTC/USDT,Mitigation Block,long,13,2.4629689696183528,76501.0,76038.55,77640.0,loss,29
2026-04-18 10:00,397,BTC/USDT,Breaker Block,long,10,20.627827921694323,75880.24,75794.93,77640.0,loss,20
2026-04-18 11:05,410,BTC/USDT,OB Retest Continuation,long,7,6.980958425896471,75880.24,75628.16,77640.0,loss,86
2026-04-18 11:40,417,BTC/USDT,Mitigation Block,long,13,10.162709419726497,75808.07,75627.81,77640.0,loss,79
2026-04-18 11:55,420,BTC/USDT,Unicorn (Breaker × FVG),long,11,2.1892618838255635,76370.25,75790.26,77640.0,loss,52
2026-04-18 12:30,427,BTC/USDT,Breaker Block,long,8,2.200187139366843,76370.25,75793.14,77640.0,loss,45
2026-04-18 15:00,457,BTC/USDT,Breaker Block,long,11,2.236026485401329,76370.25,75802.39,77640.0,loss,15
2026-04-18 16:15,472,BTC/USDT,OB Retest Continuation,long,8,10.200623642741133,75808.07,75628.48,77640.0,loss,24
2026-04-18 17:10,483,BTC/USDT,Mitigation Block,long,13,10.013829670930194,75808.07,75625.13,77640.0,loss,13
2026-04-18 17:30,487,BTC/USDT,Breaker Block,long,8,2.2307232831467925,76370.25,75801.04,77640.0,loss,6
2026-04-18 20:00,517,BTC/USDT,Breaker Block,long,8,26.932466442957054,75713.79,75642.27,77640.0,loss,1
2026-04-18 20:40,525,BTC/USDT,OB Retest Continuation,long,7,10.856524831100725,75808.07,75639.33,77640.0,loss,7
2026-04-18 20:45,526,BTC/USDT,Mitigation Block,long,13,10.859098992293223,75808.07,75639.37,77640.0,loss,6
2026-04-18 22:30,547,BTC/USDT,Breaker Block,long,9,2.2507710851916216,76370.25,75806.11,77640.0,loss,1
2026-04-18 23:10,555,BTC/USDT,OB Retest Continuation,long,13,10.885554697248228,75808.07,75639.78,77640.0,loss,14
2026-04-18 23:25,558,BTC/USDT,Mitigation Block,long,15,10.979502547197658,75808.07,75641.22,77640.0,loss,11
2026-04-19 01:00,577,BTC/USDT,Breaker Block,long,8,27.038321167886835,75713.79,75642.55,77640.0,loss,2
2026-04-19 03:45,610,BTC/USDT,Breaker Block,long,8,26.53181818182146,75713.79,75641.19,77640.0,loss,1
2026-04-19 04:15,616,BTC/USDT,Trendline Break + Shift,long,10,10.74571797278203,75808.07,75637.59,77640.0,loss,3
2026-04-19 11:05,698,BTC/USDT,Trendline Break + Shift,long,9,16.337790383576273,75220.7,75072.62,77640.0,loss,72
2026-04-19 11:50,707,BTC/USDT,Breaker Block,long,11,25.149627888759554,75713.79,75637.2,77640.0,loss,1
2026-04-19 13:05,722,BTC/USDT,OB Retest Continuation,long,8,10.46099817268096,75808.07,75632.95,77640.0,loss,30
2026-04-19 13:20,725,BTC/USDT,Unicorn (Breaker × FVG),long,14,2.198130355751775,76370.25,75792.6,77640.0,loss,8
2026-04-19 13:35,728,BTC/USDT,Trendline Break + Shift,long,13,2.445517981749866,76501.0,76035.25,77640.0,loss,1
2026-04-19 14:15,736,BTC/USDT,Mitigation Block,long,13,9.792227923882702,75808.07,75620.99,77640.0,loss,16
2026-04-19 14:20,737,BTC/USDT,Breaker Block,long,9,2.169733941661944,76370.25,75785.04,77640.0,loss,14
2026-04-19 15:45,754,BTC/USDT,OB Retest Continuation,long,10,9.717430511351333,75808.07,75619.55,77640.0,loss,6
2026-04-20 00:20,857,BTC/USDT,Liquidity-Sweep Reversal,long,10,6.199736803626314,74248.0,73700.88,77640.0,open,-1
2026-04-20 02:00,877,BTC/USDT,Breaker Block,long,10,37.48967689257154,74426.01,74340.28,77640.0,loss,3
2026-04-20 04:30,907,BTC/USDT,Breaker Block,long,10,45.42100056529456,74426.01,74355.25,77640.0,loss,7
2026-04-20 06:40,933,BTC/USDT,Trendline Break + Shift,long,11,14.737345734215745,74344.14,74120.5,77640.0,open,-1
2026-04-20 07:35,944,BTC/USDT,OB Retest Continuation,long,13,2233.097014906947,74647.65,74648.99,77640.0,loss,15
2026-04-20 07:55,948,BTC/USDT,Mitigation Block,long,15,22.71643922564113,74776.82,74650.78,77640.0,loss,11
2026-04-20 12:15,1000,BTC/USDT,Trendline Break + Shift,long,9,11.884008136381471,75186.19,74979.71,77640.0,loss,15
2026-04-20 15:25,1038,BTC/USDT,Breaker Block,long,8,2.0714041012088114,76370.25,75757.26,77640.0,loss,1
2026-04-20 15:25,1038,BTC/USDT,OB Retest Continuation,long,7,8.755161536990762,75808.07,75598.83,77640.0,loss,1
2026-04-20 17:15,1060,BTC/USDT,Liquidity-Sweep Reversal,long,14,12.355339484005786,75403.56,75584.57,77640.0,loss,114
2026-04-20 17:15,1060,BTC/USDT,Mitigation Block,long,13,9.803756823290096,75808.07,75621.21,77640.0,loss,3
2026-04-20 17:15,1060,BTC/USDT,Trendline Break + Shift,long,13,9.803756823290096,75808.07,75621.21,77640.0,loss,3
2026-04-20 17:55,1068,BTC/USDT,Breaker Block,long,9,2.16914088525208,76370.25,75784.88,77640.0,loss,43
2026-04-20 17:55,1068,BTC/USDT,OB Retest Continuation,long,12,9.78908838302798,75808.07,75620.93,77640.0,loss,66
2026-04-20 18:05,1070,BTC/USDT,Unicorn (Breaker × FVG),long,12,2.1399319131724397,76370.25,75776.89,77640.0,loss,60
2026-04-20 20:25,1098,BTC/USDT,Breaker Block,long,9,2.2128019239482497,76370.25,75796.43,77640.0,loss,13
2026-04-20 20:35,1100,BTC/USDT,Unicorn (Breaker × FVG),long,12,2.212840487269314,76370.25,75796.44,77640.0,loss,11
2026-04-20 21:15,1108,BTC/USDT,OB Retest Continuation,long,7,10.193812253073995,75808.07,75628.36,77640.0,loss,26
2026-04-20 21:30,1111,BTC/USDT,Mitigation Block,long,12,10.26866591928197,75808.07,75629.67,77640.0,loss,23
