timestamp,bar_idx,symbol,setup_name,direction,score,risk_reward,entry,stop,target,outcome,bars_to_resolve
2026-04-08 13:09,1040,2382,FVG Fill @ HTF Zone,long,8,25.69444444444347,305.75,305.39,315.0,loss,18
2026-04-09 09:43,1100,2382,OB Retest Continuation,long,9,6.0538116591927755,301.5,299.27,315.0,win,224
2026-04-10 09:17,1340,2382,OB Retest Continuation,long,10,4.477611940298401,312.0,311.33,315.0,win,8
2026-04-10 09:57,1380,2382,Mitigation Block,long,16,3.3333333333333335,325.5,323.25,333.0,loss,128
2026-04-10 10:07,1390,2382,OB Retest Continuation,long,17,8.41836734693862,324.75,323.77,333.0,loss,54
2026-04-10 10:37,1420,2382,Mitigation Block,long,16,3.504672897196284,325.5,323.36,333.0,loss,88
2026-04-10 10:37,1420,2382,OB Retest Continuation,long,12,9.269662921348457,324.75,323.86,333.0,loss,24
2026-04-10 11:07,1450,2382,Unicorn (Breaker × FVG),long,13,23.780487804876596,323.25,322.84,333.0,loss,61
2026-04-10 11:07,1450,2382,Breaker Block,long,10,23.780487804876596,323.25,322.84,333.0,loss,61
2026-04-10 11:17,1460,2382,OB Retest Continuation,long,10,75.00000000000263,323.25,323.38,333.0,loss,48
2026-04-10 11:37,1480,2382,Mitigation Block,long,13,13.934426229507885,324.5,323.89,333.0,loss,14
2026-04-10 11:47,1490,2382,OB Retest Continuation,long,7,14.40677966101756,324.5,323.91,333.0,loss,4
2026-04-10 11:57,1500,2382,Unicorn (Breaker × FVG),long,13,25.65789473684241,323.25,322.87,333.0,loss,11
2026-04-10 11:57,1500,2382,Breaker Block,long,10,25.65789473684241,323.25,322.87,333.0,loss,11
2026-04-10 12:47,1550,2382,Unicorn (Breaker × FVG),long,13,12.500000000000064,322.0,322.88,333.0,loss,1
2026-04-10 12:47,1550,2382,Breaker Block,long,10,12.500000000000064,322.0,322.88,333.0,loss,1
2026-04-13 09:21,1610,2382,Mitigation Block,long,15,13.2,316.5,315.25,333.0,open,-1
2026-04-13 09:41,1630,2382,OB Retest Continuation,long,10,177.49999999995964,315.25,315.35,333.0,open,-1
2026-04-13 10:11,1660,2382,OB Retest Continuation,long,11,118.33333333335128,315.25,315.4,333.0,open,-1
2026-04-13 10:41,1690,2382,OB Retest Continuation,long,10,98.61111111110738,315.25,315.43,333.0,open,-1
2026-04-13 11:01,1710,2382,FVG Fill @ HTF Zone,long,11,2.5892857142857038,318.5,312.9,333.0,open,-1
2026-04-13 11:52,1760,2382,OB Retest Continuation,long,8,147.91666666666106,315.25,315.37,333.0,open,-1
2026-04-13 12:03,1770,2382,FVG Fill @ HTF Zone,long,11,2.584670231729049,318.5,312.89,333.0,open,-1
2026-04-13 12:33,1800,2382,FVG Fill @ HTF Zone,long,11,2.5892857142857038,318.5,312.9,333.0,open,-1
2026-04-14 09:07,1860,2382,OB Retest Continuation,long,13,3.3807829181494635,323.5,320.69,333.0,open,-1
2026-04-14 10:37,1950,2382,Unicorn (Breaker × FVG),long,11,2.215189873417704,326.0,322.84,333.0,loss,57
2026-04-14 10:37,1950,2382,Breaker Block,long,8,2.215189873417704,326.0,322.84,333.0,loss,57
2026-04-14 11:07,1980,2382,Unicorn (Breaker × FVG),long,11,2.2508038585208903,326.0,322.89,333.0,loss,27
2026-04-14 11:07,1980,2382,Breaker Block,long,8,2.2508038585208903,326.0,322.89,333.0,loss,27
2026-04-14 11:57,2030,2382,Unicorn (Breaker × FVG),long,11,2.2082018927444684,326.0,322.83,333.0,loss,88
2026-04-14 11:57,2030,2382,Breaker Block,long,8,2.2082018927444684,326.0,322.83,333.0,loss,88
2026-04-14 11:57,2030,2382,OB Retest Continuation,long,7,85.71428571429406,321.0,320.86,333.0,loss,98
2026-04-14 12:27,2060,2382,Unicorn (Breaker × FVG),long,11,2.2292993630573346,326.0,322.86,333.0,loss,58
2026-04-14 12:27,2060,2382,Breaker Block,long,8,2.2292993630573346,326.0,322.86,333.0,loss,58
