n_trades,n_wins,n_losses,win_rate,avg_r,avg_win_r,avg_loss_r,profit_factor,max_drawdown_pct,max_drawdown_dollars,sharpe,calmar,total_return_pct,final_equity
436,199,237,0.45642201834862384,-0.29526750455504525,0.557764276354023,-1.0115262573014783,0.4629970936449742,-1.3469230914113557,-1346923.0914113557,-0.2513618090648522,-0.9557830941268131,-1.2873663198599978,-287366.31985999784
