setup,n_trades,win_rate,avg_r,total_r,profit_factor
A1,432,0.45601851851851855,-0.30810718712508395,-133.10230483803628,0.44427701186137575
A2,4,0.5,1.0914182130091339,4.3656728520365355,20.865814078991946
