ob_confirmed,n_trades,win_rate,avg_r,total_r,profit_factor
False,2,0.0,-0.10987903225806452,-0.21975806451612903,0.0
True,256,0.64453125,0.027974687355623855,7.161519963039707,1.2184092266771618
