n_trades,n_wins,n_losses,win_rate,avg_r,avg_win_r,avg_loss_r,profit_factor,max_drawdown_pct,max_drawdown_dollars,sharpe,calmar,total_return_pct,final_equity
258,165,93,0.6395348837209303,0.026906053870246426,0.24212713356734464,-0.35493779720525037,1.210297696236137,-0.04073863678946451,-40738.63678946451,0.43822399904010306,0.24267788410941496,0.03470880949261779,1034708.8094926178
